 Pvap bin lower limit [log10(Cstar)], Pvap bin upper limit [log10(Cstar)], Time [s], Kh [M/atm], MW [g/mol], Yield (SOA), Yield (total), Atomic O/C ratio, Atomic H/C ratio, Atomic N/C ratio, Precursor [ppb]                                                                                                               
-1,0,34005.62891,1.00441E+14,107.2828437,4.87E-03,1.14650993,0.782260361,1.543750842,1.22E-03,140.5989274
0,1,34005.62891,1.41163E+13,174.5226791,0.187037418,0.208183866,0.841364376,1.383353903,3.07E-04,140.5989274
1,2,34005.62891,4.21365E+13,126.6363325,0.181821121,2.263842661,0.892234287,1.328504609,1.02E-03,140.5989274
2,3,34005.62891,1.53575E+14,129.149654,4.28E-03,3.999129874,0.827900228,1.206979873,2.87E-04,140.5989274
3,4,34005.62891,1.42879E+16,104.5835216,6.52E-03,1.48811505,0.432533038,1.182041444,1.45E-02,140.5989274
4,5,34005.62891,4.15549E+14,116.4799316,9.26E-04,0.306997883,1.374540535,1.002018704,8.38E-02,140.5989274
5,6,34005.62891,2387136841,138.3914999,9.56E-05,1.97E-02,0.985245122,1.462557325,4.14E-05,140.5989274
6,7,34005.62891,4.59832E+13,172.037493,6.46E-05,3.06E-03,2.151471826,0.956486156,0.338236765,140.5989274
7,8,34005.62891,1248984.426,194.6680537,8.01E-05,9.40E-05,1.393266612,1.381946923,0.183951895,140.5989274
8,9,34005.62891,1827262.18,198.5236948,0,0,1.835641459,1.347351785,0.144405003,140.5989274
9,10,34005.62891,991207.8251,194.2019982,0,0,1.59999662,1.194751154,1.76E-03,140.5989274
-10,-9,34306.55469,0,0,0,0,0,0,0,140.0688716
-9,-8,34306.55469,2.00001E+15,179.1045663,0,0,1.400000183,1.399998809,0,140.0688716
-8,-7,34306.55469,6.12055E+15,163.2429719,0,0,1.200417329,1.399269676,3.71E-17,140.0688716
-7,-6,34306.55469,1.84207E+15,141.9169265,0,9.883242257,0.442228395,1.14588244,3.25E-03,140.0688716
-6,-5,34306.55469,1.61604E+15,124.1354411,0,1.688699414,0.286922709,1.142340399,1.54E-05,140.0688716
-5,-4,34306.55469,4.2081E+14,106.1741357,2.79E-03,5.117665909,0.144522341,0.857668978,1.01E-04,140.0688716
-4,-3,34306.55469,2.57492E+15,114.3047607,1.32E-03,0.818657638,0.603158051,1.201587879,1.78E-05,140.0688716
-3,-2,34306.55469,9.90E+17,122.1731646,2.27E-05,0.267082087,0.290588261,0.859028299,1.07E-03,140.0688716
-2,-1,34306.55469,4.75E+17,134.2846584,5.82E-05,0.264483968,0.557939707,0.945784578,3.74E-02,140.0688716
-1,0,34306.55469,1.04063E+14,107.4897989,5.54E-03,1.189309897,0.782111425,1.545290552,1.30E-03,140.0688716
0,1,34306.55469,1.60418E+13,174.4430988,0.19329855,0.215529471,0.839749823,1.381823445,3.34E-04,140.0688716
1,2,34306.55469,4.34865E+13,126.9630571,0.191259947,2.366513377,0.894157255,1.332675165,1.04E-03,140.0688716
2,3,34306.55469,1.60659E+14,129.1262826,4.61E-03,4.137954756,0.828564282,1.206989826,3.05E-04,140.0688716
3,4,34306.55469,1.66251E+16,105.1016355,7.46E-03,1.440772503,0.436776629,1.181094507,1.54E-02,140.0688716
4,5,34306.55469,3.93244E+14,114.2520984,1.04E-03,0.312240205,1.381168873,1.002138281,7.93E-02,140.0688716
5,6,34306.55469,2742139866,137.6429792,1.00E-04,2.05E-02,0.986680526,1.45374251,4.41E-05,140.0688716
6,7,34306.55469,4.28623E+13,174.2316576,7.12E-05,3.18E-03,2.20261077,0.940079318,0.357219467,140.0688716
7,8,34306.55469,1283807.99,194.5100348,8.95E-05,1.05E-04,1.390106339,1.382407156,0.183007284,140.0688716
8,9,34306.55469,1861263.277,197.6214182,0,0,1.833386249,1.352475251,0.140447918,140.0688716
9,10,34306.55469,992285.0971,194.1905561,0,0,1.599996456,1.195402424,1.54E-03,140.0688716
-10,-9,34607.48047,0,0,0,0,0,0,0,139.531496
-9,-8,34607.48047,2.00001E+15,179.1045743,0,0,1.400000158,1.399998971,0,139.531496
-8,-7,34607.48047,6.16324E+15,163.2448567,0,0,1.20042304,1.399259682,4.12E-17,139.531496
-7,-6,34607.48047,1.96405E+15,141.999096,0,9.663786092,0.442883031,1.146015682,3.40E-03,139.531496
-6,-5,34607.48047,1.56573E+15,124.1362185,0,1.711379947,0.286886237,1.14236318,1.63E-05,139.531496
-5,-4,34607.48047,4.73843E+14,106.1787889,2.90E-03,5.081210913,0.144666472,0.857715005,1.10E-04,139.531496
-4,-3,34607.48047,2.55354E+15,114.2894435,1.47E-03,0.84673718,0.603361931,1.201827165,1.74E-05,139.531496
-3,-2,34607.48047,9.90E+17,122.1855668,2.67E-05,0.277530752,0.290879097,0.859031292,1.10E-03,139.531496
-2,-1,34607.48047,4.76E+17,134.2471248,6.06E-05,0.275985701,0.559648891,0.945853144,3.73E-02,139.531496
-1,0,34607.48047,1.07564E+14,107.6856809,6.27E-03,1.231249571,0.782024658,1.547023852,1.38E-03,139.531496
0,1,34607.48047,1.81527E+13,174.3260231,0.199050245,0.22239531,0.838115896,1.380195035,3.62E-04,139.531496
1,2,34607.48047,4.48386E+13,127.2725015,0.200527168,2.467389819,0.895991654,1.336637213,1.07E-03,139.531496
2,3,34607.48047,1.68297E+14,129.1034818,4.96E-03,4.271809242,0.829226612,1.20699916,3.24E-04,139.531496
3,4,34607.48047,1.91941E+16,105.647863,8.50E-03,1.399113608,0.441350201,1.180146015,1.63E-02,139.531496
4,5,34607.48047,3.71958E+14,112.1269863,1.16E-03,0.317520806,1.387493358,1.002255429,7.51E-02,139.531496
5,6,34607.48047,3123884162,136.8847707,1.05E-04,2.13E-02,0.9883514,1.444939811,4.76E-05,139.531496
6,7,34607.48047,3.9909E+13,176.2982393,7.82E-05,3.32E-03,2.250838901,0.924657376,0.375078117,139.531496
7,8,34607.48047,1310966.636,194.3907743,9.94E-05,1.17E-04,1.387637713,1.382852677,0.182323726,139.531496
8,9,34607.48047,1893062.234,196.7773074,0,0,1.831275631,1.357252425,0.136744042,139.531496
9,10,34607.48047,993372.8851,194.1791509,0,0,1.599996234,1.19606084,1.32E-03,139.531496
-10,-9,34908.40625,0,0,0,0,0,0,0,138.9872919
-9,-8,34908.40625,2.00001E+15,179.1045808,0,0,1.400000138,1.399999104,0,138.9872919
-8,-7,34908.40625,6.20977E+15,163.2469105,0,0,1.200429263,1.399248792,4.57E-17,138.9872919
-7,-6,34908.40625,2.09031E+15,142.0809964,0,9.447353808,0.443537897,1.146147894,3.55E-03,138.9872919
-6,-5,34908.40625,1.52123E+15,124.1370329,0,1.730591597,0.286855062,1.142384137,1.73E-05,138.9872919
-5,-4,34908.40625,5.30919E+14,106.1836725,3.02E-03,5.045742552,0.144817786,0.857763712,1.18E-04,138.9872919
-4,-3,34908.40625,2.53152E+15,114.2738489,1.62E-03,0.875348439,0.603572908,1.202078015,1.70E-05,138.9872919
-3,-2,34908.40625,9.90E+17,122.1978363,3.12E-05,0.28788322,0.291169024,0.85904187,1.14E-03,138.9872919
-2,-1,34908.40625,4.76E+17,134.2026954,6.34E-05,0.28749198,0.561377403,0.945880228,3.73E-02,138.9872919
-1,0,34908.40625,1.10928E+14,107.8698646,7.04E-03,1.27230077,0.782006923,1.548950625,1.47E-03,138.9872919
0,1,34908.40625,2.04623E+13,174.1736959,0.20428377,0.228772677,0.836456787,1.378468106,3.92E-04,138.9872919
1,2,34908.40625,4.61919E+13,127.5656938,0.209599454,2.566297511,0.897743675,1.34040408,1.09E-03,138.9872919
2,3,34908.40625,1.76492E+14,129.0813862,5.31E-03,4.401392345,0.829882129,1.207006563,3.43E-04,138.9872919
3,4,34908.40625,2.1994E+16,106.2211202,9.65E-03,1.36265435,0.446247988,1.17920193,1.71E-02,138.9872919
4,5,34908.40625,3.5172E+14,110.1075647,1.29E-03,0.322841851,1.393505406,1.002369854,7.11E-02,138.9872919
5,6,34908.40625,3529466551,136.120258,1.09E-04,2.21E-02,0.990248005,1.43619377,5.08E-05,138.9872919
6,7,34908.40625,3.71423E+13,178.2240993,8.56E-05,3.45E-03,2.295848965,0.910320212,0.391697179,138.9872919
7,8,34908.40625,1338387.06,194.2966223,1.10E-04,1.29E-04,1.385402473,1.38323277,0.181688973,138.9872919
8,9,34908.40625,1922586.555,195.9931977,0,0,1.829313921,1.361685466,0.133303608,138.9872919
9,10,34908.40625,994280.5433,194.169673,0,0,1.599996034,1.196610432,1.14E-03,138.9872919
-10,-9,35209.33203,0,0,0,0,0,0,0,138.4367105
-9,-8,35209.33203,2.00001E+15,179.1045863,0,0,1.400000121,1.399999214,0,138.4367105
-8,-7,35209.33203,6.25955E+15,163.2491081,0,0,1.200435922,1.39923714,5.07E-17,138.4367105
-7,-6,35209.33203,2.22038E+15,142.1624819,0,9.234160503,0.444191727,1.14627887,3.70E-03,138.4367105
-6,-5,35209.33203,1.48189E+15,124.1378938,0,1.746495358,0.286828706,1.142403561,1.85E-05,138.4367105
-5,-4,35209.33203,5.92077E+14,106.1887789,3.14E-03,5.011194386,0.144976159,0.857815088,1.27E-04,138.4367105
-4,-3,35209.33203,2.50983E+15,114.2579603,1.79E-03,0.904555141,0.603791193,1.202339374,1.65E-05,138.4367105
-3,-2,35209.33203,9.90E+17,122.2100161,3.63E-05,0.298124245,0.291458412,0.859059456,1.18E-03,138.4367105
-2,-1,35209.33203,4.77E+17,134.150398,6.65E-05,0.298934119,0.563140992,0.945859565,3.73E-02,138.4367105
-1,0,35209.33203,1.14152E+14,108.0414754,7.87E-03,1.312335687,0.782054253,1.551083011,1.56E-03,138.4367105
0,1,35209.33203,2.29874E+13,173.987856,0.20899061,0.234652309,0.83476739,1.376641941,4.24E-04,138.4367105
1,2,35209.33203,4.75456E+13,127.8435904,0.218454355,2.66305197,0.899420119,1.343988848,1.12E-03,138.4367105
2,3,35209.33203,1.85296E+14,129.0594598,5.67E-03,4.524568887,0.830544841,1.20701537,3.63E-04,138.4367105
3,4,35209.33203,2.502E+16,106.8203976,1.09E-02,1.330896278,0.451465915,1.178265571,1.80E-02,138.4367105
4,5,35209.33203,3.32496E+14,108.1901669,1.42E-03,0.328216261,1.399215986,1.002481149,6.73E-02,138.4367105
5,6,35209.33203,3854025725,135.3528914,1.13E-04,2.29E-02,0.992363483,1.427544702,5.47E-05,138.4367105
6,7,35209.33203,3.45627E+13,180.0100311,9.32E-05,3.60E-03,2.337665226,0.897046651,0.407087123,138.4367105
7,8,35209.33203,1370074.033,194.2058846,1.21E-04,1.42E-04,1.383120935,1.383527316,0.180979757,138.4367105
8,9,35209.33203,1949899.623,195.2679412,0,0,1.827500427,1.365791914,0.130122233,138.4367105
9,10,35209.33203,994768.7308,194.1647823,0,0,1.599995849,1.196907128,1.04E-03,138.4367105
-10,-9,35510.25781,0,0,0,0,0,0,0,137.8803334
-9,-8,35510.25781,2.00001E+15,179.1045908,0,0,1.400000107,1.399999306,0,137.8803334
-8,-7,35510.25781,6.31631E+15,163.2516139,0,0,1.200443515,1.399223853,5.63E-17,137.8803334
-7,-6,35510.25781,2.35262E+15,142.2434911,0,9.024460164,0.444843298,1.146408704,3.85E-03,137.8803334
-6,-5,35510.25781,1.44662E+15,124.1388092,0,1.759243979,0.286806313,1.142421885,1.98E-05,137.8803334
-5,-4,35510.25781,6.57414E+14,106.1940909,3.27E-03,4.977557112,0.145141371,0.857869128,1.36E-04,137.8803334
-4,-3,35510.25781,2.48783E+15,114.2418263,1.97E-03,0.934279867,0.60401558,1.202610884,1.60E-05,137.8803334
-3,-2,35510.25781,9.90E+17,122.2222202,4.20E-05,0.308243214,0.291748882,0.859083886,1.21E-03,137.8803334
-2,-1,35510.25781,4.77E+17,134.0911785,7.00E-05,0.310318894,0.564931634,0.945801688,3.73E-02,137.8803334
-1,0,35510.25781,1.17227E+14,108.1985893,8.75E-03,1.351284977,0.782150825,1.55343601,1.65E-03,137.8803334
0,1,35510.25781,2.56978E+13,173.7704764,0.213179239,0.240042211,0.833041671,1.374716005,4.59E-04,137.8803334
1,2,35510.25781,4.89E+13,128.1073611,0.227080335,2.757569035,0.901028557,1.347407024,1.14E-03,137.8803334
2,3,35510.25781,1.94674E+14,129.0379547,6.04E-03,4.64278182,0.831205237,1.207023424,3.83E-04,137.8803334
3,4,35510.25781,2.82664E+16,107.4445145,1.23E-02,1.303414767,0.456991589,1.177341948,1.88E-02,137.8803334
4,5,35510.25781,3.14303E+14,106.37655,1.56E-03,0.333644077,1.404620064,1.002589344,6.36E-02,137.8803334
5,6,35510.25781,4434477067,134.5860561,1.17E-04,2.37E-02,0.99468523,1.419028761,5.86E-05,137.8803334
6,7,35510.25781,3.21475E+13,181.668917,1.01E-04,3.75E-03,2.376574352,0.88478616,0.421348024,137.8803334
7,8,35510.25781,1398675.573,194.1334597,1.33E-04,1.55E-04,1.381192261,1.383796389,0.180390389,137.8803334
8,9,35510.25781,1975208.225,194.5972616,0,0,1.825828313,1.369604984,0.127179868,137.8803334
9,10,35510.25781,995389.3362,194.1584742,0,0,1.599995648,1.197283821,9.17E-04,137.8803334
-10,-9,35811.18359,0,0,0,0,0,0,0,137.3183511
-9,-8,35811.18359,2.00001E+15,179.1045946,0,0,1.400000095,1.399999383,0,137.3183511
-8,-7,35811.18359,6.37797E+15,163.2543356,0,0,1.200451761,1.399209421,6.24E-17,137.3183511
-7,-6,35811.18359,2.48829E+15,142.323879,0,8.818339705,0.445492207,1.146536971,4.00E-03,137.3183511
-6,-5,35811.18359,1.416E+15,124.1397899,0,1.769035624,0.286788483,1.142438965,2.13E-05,137.3183511
-5,-4,35811.18359,7.26958E+14,106.1996235,3.39E-03,4.944744783,0.145313598,0.857925878,1.45E-04,137.3183511
-4,-3,35811.18359,2.46682E+15,114.2256315,2.16E-03,0.964469289,0.604246301,1.202891399,1.56E-05,137.3183511
-3,-2,35811.18359,9.90E+17,122.2344047,4.83E-05,0.318228627,0.292039338,0.859115154,1.25E-03,137.3183511
-2,-1,35811.18359,4.78E+17,134.025729,7.38E-05,0.321666745,0.566724042,0.945715511,3.73E-02,137.3183511
-1,0,35811.18359,1.20147E+14,108.3420108,9.67E-03,1.389194742,0.782313094,1.555994202,1.74E-03,137.3183511
0,1,35811.18359,2.86889E+13,173.523188,0.216850231,0.244942561,0.831275493,1.372689399,4.95E-04,137.3183511
1,2,35811.18359,5.02527E+13,128.3579063,0.235461566,2.849722475,0.902573344,1.350669831,1.17E-03,137.3183511
2,3,35811.18359,2.04714E+14,129.0167677,6.42E-03,4.755306788,0.831869012,1.207031379,4.03E-04,137.3183511
3,4,35811.18359,3.17209E+16,108.091098,1.38E-02,1.279923142,0.462807743,1.176437366,1.97E-02,137.3183511
4,5,35811.18359,2.97108E+14,104.6632343,1.71E-03,0.339126915,1.409727617,1.002694165,6.02E-02,137.3183511
5,6,35811.18359,4512719289,133.8228127,1.21E-04,2.46E-02,0.997199511,1.410678843,6.28E-05,137.3183511
6,7,35811.18359,2.99208E+13,183.1874536,1.09E-04,3.90E-03,2.412276752,0.873593355,0.434374457,137.3183511
7,8,35811.18359,1431840.616,194.0594233,1.44E-04,1.69E-04,1.379156277,1.383992546,0.17970734,137.3183511
8,9,35811.18359,1998622.086,193.9773403,0,0,1.82428474,1.373143939,0.124461402,137.3183511
9,10,35811.18359,995669.976,194.1560109,0,0,1.59999541,1.197456223,8.60E-04,137.3183511
-10,-9,36112.10938,0,0,0,0,0,0,0,136.7515659
-9,-8,36112.10938,2.00001E+15,179.1045977,0,0,1.400000085,1.399999447,0,136.7515659
-8,-7,36112.10938,6.44182E+15,163.2571547,0,0,1.200460304,1.399194472,6.93E-17,136.7515659
-7,-6,36112.10938,2.62731E+15,142.4035148,0,8.616087336,0.446137441,1.14666345,4.15E-03,136.7515659
-6,-5,36112.10938,1.38969E+15,124.1408372,0,1.776003707,0.286774934,1.142454926,2.30E-05,136.7515659
-5,-4,36112.10938,8.00719E+14,106.2053575,3.51E-03,4.91276364,0.145492478,0.857985289,1.55E-04,136.7515659
-4,-3,36112.10938,2.44568E+15,114.209313,2.36E-03,0.995149715,0.604481875,1.203180339,1.51E-05,136.7515659
-3,-2,36112.10938,9.90E+17,122.2466559,5.53E-05,0.328067625,0.292330869,0.859152112,1.28E-03,136.7515659
-2,-1,36112.10938,4.78E+17,133.953917,7.80E-05,0.332913317,0.568541945,0.945595713,3.73E-02,136.7515659
-1,0,36112.10938,1.22904E+14,108.4700529,1.06E-02,1.425925064,0.782529846,1.558777388,1.84E-03,136.7515659
0,1,36112.10938,3.18777E+13,173.2464158,0.220009438,0.249359211,0.82946607,1.370560824,5.33E-04,136.7515659
1,2,36112.10938,5.16042E+13,128.5957678,0.243581896,2.939371053,0.904058972,1.35378513,1.19E-03,136.7515659
2,3,36112.10938,2.15396E+14,128.9958775,6.80E-03,4.862399217,0.832533823,1.207038993,4.23E-04,136.7515659
3,4,36112.10938,3.53728E+16,108.759637,1.55E-02,1.259935072,0.468904891,1.175551941,2.05E-02,136.7515659
4,5,36112.10938,2.80883E+14,103.047581,1.86E-03,0.344661758,1.41454667,1.002795602,5.70E-02,136.7515659
5,6,36112.10938,5449609830,133.0659928,1.25E-04,2.54E-02,0.999889862,1.402525584,6.72E-05,136.7515659
6,7,36112.10938,2.78597E+13,184.5809758,1.18E-04,4.06E-03,2.445127282,0.863365021,0.446296652,136.7515659
7,8,36112.10938,1460183.266,194.0129067,1.57E-04,1.84E-04,1.377531542,1.384188106,0.179182976,136.7515659
8,9,36112.10938,2020149.316,193.4082317,0,0,1.82287081,1.376415374,0.121967677,136.7515659
9,10,36112.10938,995881.0004,194.1542278,0,0,1.599995206,1.197586225,8.17E-04,136.7515659
-10,-9,36413.03516,0,0,0,0,0,0,0,136.1801681
-9,-8,36413.03516,2.00001E+15,179.1046004,0,0,1.400000077,1.399999502,0,136.1801681
-8,-7,36413.03516,6.51599E+15,163.2604286,0,0,1.200470224,1.399177112,7.68E-17,136.1801681
-7,-6,36413.03516,2.7667E+15,142.48237,0,8.417724964,0.44677746,1.146788452,4.29E-03,136.1801681
-6,-5,36413.03516,1.36666E+15,124.1419766,0,1.780345102,0.286764977,1.142470322,2.48E-05,136.1801681
-5,-4,36413.03516,8.78749E+14,106.2112829,3.63E-03,4.881558768,0.145677884,0.858047346,1.64E-04,136.1801681
-4,-3,36413.03516,2.4257E+15,114.1929892,2.58E-03,1.026235934,0.604722557,1.203476756,1.46E-05,136.1801681
-3,-2,36413.03516,9.90E+17,122.2591544,6.30E-05,0.337755065,0.292626861,0.859197793,1.32E-03,136.1801681
-2,-1,36413.03516,4.78E+17,133.8769029,8.26E-05,0.344113359,0.570345992,0.945456178,3.74E-02,136.1801681
-1,0,36413.03516,1.25497E+14,108.5825049,1.17E-02,1.461503096,0.782798299,1.561782622,1.93E-03,136.1801681
0,1,36413.03516,3.53864E+13,172.9417217,0.222671646,0.253306223,0.827608282,1.368329363,5.74E-04,136.1801681
1,2,36413.03516,5.2953E+13,128.8219815,0.251436152,3.026481525,0.90549164,1.356766333,1.22E-03,136.1801681
2,3,36413.03516,2.26736E+14,128.9752748,7.19E-03,4.964260026,0.833199322,1.207045999,4.44E-04,136.1801681
3,4,36413.03516,3.92042E+16,109.4469263,1.72E-02,1.243302285,0.475255733,1.174692854,2.13E-02,136.1801681
4,5,36413.03516,2.65602E+14,101.5268106,2.02E-03,0.350243243,1.419085517,1.002893609,5.40E-02,136.1801681
5,6,36413.03516,5984542230,132.3169905,1.28E-04,2.63E-02,1.002733238,1.394590275,7.18E-05,136.1801681
6,7,36413.03516,2.5957E+13,185.8543022,1.27E-04,4.23E-03,2.475235394,0.854074128,0.457153319,136.1801681
7,8,36413.03516,1493059.339,193.9677022,1.70E-04,2.00E-04,1.375776777,1.384313068,0.178561139,136.1801681
8,9,36413.03516,2039941.616,192.8859394,0,0,1.821576916,1.379444047,0.119681314,136.1801681
9,10,36413.03516,996038.6055,194.1533295,0,0,1.59999489,1.197685613,7.85E-04,136.1801681
-10,-9,36713.96484,0,0,0,0,0,0,0,135.6048296
-9,-8,36713.96484,2E+15,179.1046027,0,0,1.40000007,1.399999548,0,135.6048296
-8,-7,36713.96484,6.59034E+15,163.2637109,0,0,1.20048017,1.399159707,8.52E-17,135.6048296
-7,-6,36713.96484,2.90987E+15,142.560289,0,8.223481535,0.447412648,1.146911282,4.44E-03,135.6048296
-6,-5,36713.96484,1.34791E+15,124.1431977,0,1.782208547,0.286759418,1.142484701,2.69E-05,135.6048296
-5,-4,36713.96484,9.61028E+14,106.2173782,3.75E-03,4.851112496,0.145869377,0.858111986,1.74E-04,135.6048296
-4,-3,36713.96484,2.40519E+15,114.1765105,2.80E-03,1.057767457,0.604966637,1.203779755,1.41E-05,135.6048296
-3,-2,36713.96484,9.90E+17,122.2716622,7.14E-05,0.347276615,0.292923057,0.859248826,1.35E-03,135.6048296
-2,-1,36713.96484,4.79E+17,133.7935179,8.77E-05,0.35511373,0.572201322,0.945282414,3.75E-02,135.6048296
-1,0,36713.96484,1.27926E+14,108.6784628,1.27E-02,1.495788538,0.783109444,1.565021863,2.03E-03,135.6048296
0,1,36713.96484,3.91027E+13,172.610781,0.224852346,0.256797184,0.825698726,1.365995361,6.17E-04,135.6048296
1,2,36713.96484,5.42987E+13,129.0371174,0.259015468,3.110952566,0.906875704,1.359621385,1.24E-03,135.6048296
2,3,36713.96484,2.38726E+14,128.954895,7.58E-03,5.060915297,0.833865261,1.207052588,4.65E-04,135.6048296
3,4,36713.96484,4.32003E+16,110.152122,1.92E-02,1.229624023,0.481843754,1.173860442,2.21E-02,135.6048296
4,5,36713.96484,2.51216E+14,100.0959303,2.18E-03,0.355876552,1.423358881,1.002988123,5.11E-02,135.6048296
5,6,36713.96484,6536190807,131.5782362,1.32E-04,2.72E-02,1.005711606,1.386896026,7.67E-05,135.6048296
6,7,36713.96484,2.41937E+13,187.022046,1.36E-04,4.39E-03,2.502937437,0.845601073,0.467072372,135.6048296
7,8,36713.96484,1525060.697,193.9402647,1.84E-04,2.15E-04,1.374220957,1.384408241,0.177996455,135.6048296
8,9,36713.96484,2058051.961,192.4093483,0,0,1.820401422,1.382239605,0.117597451,135.6048296
9,10,36713.96484,996060.7968,194.1537832,0,0,1.599994627,1.197702677,7.80E-04,135.6048296
-10,-9,37014.89063,0,0,0,0,0,0,0,135.0259516
-9,-8,37014.89063,2E+15,179.1046047,0,0,1.400000063,1.399999588,0,135.0259516
-8,-7,37014.89063,6.67566E+15,163.2674775,0,0,1.200491583,1.399139733,9.45E-17,135.0259516
-7,-6,37014.89063,3.05218E+15,142.6372286,0,8.033398733,0.448040644,1.147032427,4.58E-03,135.0259516
-6,-5,37014.89063,1.33194E+15,124.1445232,0,1.78176851,0.286757155,1.142498744,2.92E-05,135.0259516
-5,-4,37014.89063,1.04756E+15,106.2236508,3.87E-03,4.821394966,0.146066988,0.858179225,1.84E-04,135.0259516
-4,-3,37014.89063,2.38604E+15,114.1601764,3.04E-03,1.089608109,0.605214461,1.204088375,1.36E-05,135.0259516
-3,-2,37014.89063,9.90E+17,122.2845014,8.05E-05,0.356626032,0.293223852,0.859306085,1.39E-03,135.0259516
-2,-1,37014.89063,4.79E+17,133.7061856,9.32E-05,0.366061406,0.574032189,0.945102484,3.75E-02,135.0259516
-1,0,37014.89063,1.30183E+14,108.7582349,1.38E-02,1.528852224,0.783472018,1.568482306,2.12E-03,135.0259516
0,1,37014.89063,4.31788E+13,172.252968,0.226561468,0.259843648,0.823736132,1.363556397,6.62E-04,135.0259516
1,2,37014.89063,5.56393E+13,129.2417223,0.26630974,3.192704349,0.908214993,1.362357848,1.27E-03,135.0259516
2,3,37014.89063,2.51408E+14,128.9347979,7.97E-03,5.15253484,0.834531348,1.207058245,4.86E-04,135.0259516
3,4,37014.89063,4.73422E+16,110.872552,2.13E-02,1.218732954,0.48864546,1.1730585,2.29E-02,135.0259516
4,5,37014.89063,2.37693E+14,98.75182731,2.35E-03,0.361546696,1.427376025,1.003079154,4.84E-02,135.0259516
5,6,37014.89063,6948582156,130.858042,1.35E-04,2.81E-02,1.008845002,1.37946098,8.19E-05,135.0259516
6,7,37014.89063,2.25742E+13,188.0804268,1.45E-04,4.56E-03,2.52815159,0.837982029,0.476020807,135.0259516
7,8,37014.89063,1556787.68,193.9204895,1.97E-04,2.32E-04,1.37279879,1.384480838,0.177462943,135.0259516
8,9,37014.89063,2074590.459,191.9756778,0,0,1.819337344,1.384818033,0.115703504,135.0259516
9,10,37014.89063,996088.3654,194.1543477,0,0,1.599994301,1.197723883,7.74E-04,135.0259516
-10,-9,37315.81641,0,0,0,0,0,0,0,134.443925
-9,-8,37315.81641,2E+15,179.1046063,0,0,1.400000058,1.399999621,0,134.443925
